,0
dj_nativegates_quantinuum_qiskit_opt2_10_opt_2.qasm,0.5810546875
dj_nativegates_quantinuum_qiskit_opt2_10_opt_3.qasm,0.615234375
qpeinexact_nativegates_quantinuum_qiskit_opt1_9_opt_0.qasm,0.0009765625
qpeinexact_nativegates_quantinuum_qiskit_opt1_9_opt_1.qasm,0.0146484375
qpeinexact_nativegates_quantinuum_qiskit_opt1_9_opt_2.qasm,0.095703125
qpeinexact_nativegates_quantinuum_qiskit_opt1_9_opt_3.qasm,0.0908203125
twolocalrandom_indep_qiskit_8_opt_0.qasm,0.0048828125
twolocalrandom_indep_qiskit_8_opt_1.qasm,0.0048828125
twolocalrandom_indep_qiskit_8_opt_2.qasm,0.0244140625
twolocalrandom_indep_qiskit_8_opt_3.qasm,0.01953125
graphstate_nativegates_ibm_qiskit_opt2_4_opt_0.qasm,0.73828125
graphstate_nativegates_ibm_qiskit_opt2_4_opt_1.qasm,0.8857421875
graphstate_nativegates_ibm_qiskit_opt2_4_opt_2.qasm,0.87890625
graphstate_nativegates_ibm_qiskit_opt2_4_opt_3.qasm,0.861328125
su2random_nativegates_ibm_tket_10_opt_0.qasm,0.0009765625
su2random_nativegates_ibm_tket_10_opt_1.qasm,0.0
su2random_nativegates_ibm_tket_10_opt_2.qasm,0.001953125
su2random_nativegates_ibm_tket_10_opt_3.qasm,0.0009765625
pricingput_nativegates_ibm_qiskit_opt2_9_opt_0.qasm,0.0029296875
pricingput_nativegates_ibm_qiskit_opt2_9_opt_1.qasm,0.013671875
pricingput_nativegates_ibm_qiskit_opt2_9_opt_2.qasm,0.0234375
pricingput_nativegates_ibm_qiskit_opt2_9_opt_3.qasm,0.015625
wstate_nativegates_ibm_qiskit_opt0_2_opt_0.qasm,0.896484375
wstate_nativegates_ibm_qiskit_opt0_2_opt_1.qasm,0.9091796875
wstate_nativegates_ibm_qiskit_opt0_2_opt_2.qasm,0.9580078125
wstate_nativegates_ibm_qiskit_opt0_2_opt_3.qasm,0.9580078125
portfoliovqe_nativegates_rigetti_qiskit_opt3_7_opt_0.qasm,0.013671875
portfoliovqe_nativegates_rigetti_qiskit_opt3_7_opt_1.qasm,0.02734375
portfoliovqe_nativegates_rigetti_qiskit_opt3_7_opt_2.qasm,0.0478515625
portfoliovqe_nativegates_rigetti_qiskit_opt3_7_opt_3.qasm,0.0400390625
routing_nativegates_ionq_qiskit_opt2_6_opt_0.qasm,0.33203125
routing_nativegates_ionq_qiskit_opt2_6_opt_1.qasm,0.6044921875
routing_nativegates_ionq_qiskit_opt2_6_opt_2.qasm,0.767578125
routing_nativegates_ionq_qiskit_opt2_6_opt_3.qasm,0.708984375
qaoa_nativegates_quantinuum_qiskit_opt0_10_opt_0.qasm,0.09375
qaoa_nativegates_quantinuum_qiskit_opt0_10_opt_1.qasm,0.3330078125
qaoa_nativegates_quantinuum_qiskit_opt0_10_opt_2.qasm,0.3564453125
qaoa_nativegates_quantinuum_qiskit_opt0_10_opt_3.qasm,0.3125
random_nativegates_rigetti_qiskit_opt1_8_opt_0.qasm,0.0048828125
random_nativegates_rigetti_qiskit_opt1_8_opt_1.qasm,0.0361328125
random_nativegates_rigetti_qiskit_opt1_8_opt_2.qasm,0.046875
random_nativegates_rigetti_qiskit_opt1_8_opt_3.qasm,0.06640625
qnn_nativegates_rigetti_qiskit_opt1_5_opt_0.qasm,0.095703125
qnn_nativegates_rigetti_qiskit_opt1_5_opt_1.qasm,0.2705078125
qnn_nativegates_rigetti_qiskit_opt1_5_opt_2.qasm,0.3525390625
qnn_nativegates_rigetti_qiskit_opt1_5_opt_3.qasm,0.3203125
ae_indep_qiskit_8_opt_0.qasm,0.01171875
ae_indep_qiskit_8_opt_1.qasm,0.13671875
ae_indep_qiskit_8_opt_2.qasm,0.1611328125
ae_indep_qiskit_8_opt_3.qasm,0.1640625
graphstate_nativegates_ionq_tket_10_opt_0.qasm,0.22265625
graphstate_nativegates_ionq_tket_10_opt_1.qasm,0.474609375
graphstate_nativegates_ionq_tket_10_opt_2.qasm,0.5810546875
graphstate_nativegates_ionq_tket_10_opt_3.qasm,0.6025390625
qwalk-v-chain_nativegates_rigetti_qiskit_opt0_9_opt_0.qasm,0.00390625
qwalk-v-chain_nativegates_rigetti_qiskit_opt0_9_opt_1.qasm,0.0078125
qwalk-v-chain_nativegates_rigetti_qiskit_opt0_9_opt_2.qasm,0.005859375
qwalk-v-chain_nativegates_rigetti_qiskit_opt0_9_opt_3.qasm,0.005859375
random_nativegates_rigetti_qiskit_opt1_10_opt_0.qasm,0.0029296875
random_nativegates_rigetti_qiskit_opt1_10_opt_1.qasm,0.001953125
random_nativegates_rigetti_qiskit_opt1_10_opt_2.qasm,0.0029296875
random_nativegates_rigetti_qiskit_opt1_10_opt_3.qasm,0.0009765625
qftentangled_nativegates_ionq_tket_7_opt_0.qasm,0.0263671875
qftentangled_nativegates_ionq_tket_7_opt_1.qasm,0.0927734375
qftentangled_nativegates_ionq_tket_7_opt_2.qasm,0.1826171875
qftentangled_nativegates_ionq_tket_7_opt_3.qasm,0.1884765625
su2random_nativegates_ionq_qiskit_opt3_4_opt_0.qasm,0.154296875
su2random_nativegates_ionq_qiskit_opt3_4_opt_1.qasm,0.392578125
su2random_nativegates_ionq_qiskit_opt3_4_opt_2.qasm,0.50390625
su2random_nativegates_ionq_qiskit_opt3_4_opt_3.qasm,0.5185546875
portfolioqaoa_nativegates_quantinuum_qiskit_opt2_9_opt_0.qasm,0.0029296875
portfolioqaoa_nativegates_quantinuum_qiskit_opt2_9_opt_1.qasm,0.0009765625
portfolioqaoa_nativegates_quantinuum_qiskit_opt2_9_opt_2.qasm,0.001953125
portfolioqaoa_nativegates_quantinuum_qiskit_opt2_9_opt_3.qasm,0.001953125
qpeinexact_nativegates_ionq_qiskit_opt3_9_opt_0.qasm,0.0048828125
qpeinexact_nativegates_ionq_qiskit_opt3_9_opt_1.qasm,0.021484375
qpeinexact_nativegates_ionq_qiskit_opt3_9_opt_2.qasm,0.1044921875
qpeinexact_nativegates_ionq_qiskit_opt3_9_opt_3.qasm,0.10546875
random_nativegates_ibm_qiskit_opt3_6_opt_0.qasm,0.1142578125
random_nativegates_ibm_qiskit_opt3_6_opt_1.qasm,0.3466796875
random_nativegates_ibm_qiskit_opt3_6_opt_2.qasm,0.3359375
random_nativegates_ibm_qiskit_opt3_6_opt_3.qasm,0.33203125
qpeexact_nativegates_ibm_qiskit_opt3_7_opt_0.qasm,0.1171875
qpeexact_nativegates_ibm_qiskit_opt3_7_opt_1.qasm,0.3193359375
qpeexact_nativegates_ibm_qiskit_opt3_7_opt_2.qasm,0.37890625
qpeexact_nativegates_ibm_qiskit_opt3_7_opt_3.qasm,0.33984375
qpeexact_nativegates_ionq_qiskit_opt3_3_opt_0.qasm,0.7548828125
qpeexact_nativegates_ionq_qiskit_opt3_3_opt_1.qasm,0.8759765625
qpeexact_nativegates_ionq_qiskit_opt3_3_opt_2.qasm,0.951171875
qpeexact_nativegates_ionq_qiskit_opt3_3_opt_3.qasm,0.94921875
qpeexact_nativegates_ibm_tket_4_opt_0.qasm,0.740234375
qpeexact_nativegates_ibm_tket_4_opt_1.qasm,0.87109375
qpeexact_nativegates_ibm_tket_4_opt_2.qasm,0.8740234375
qpeexact_nativegates_ibm_tket_4_opt_3.qasm,0.87890625
twolocalrandom_nativegates_ibm_qiskit_opt1_9_opt_0.qasm,0.00390625
twolocalrandom_nativegates_ibm_qiskit_opt1_9_opt_1.qasm,0.0029296875
twolocalrandom_nativegates_ibm_qiskit_opt1_9_opt_2.qasm,0.0068359375
twolocalrandom_nativegates_ibm_qiskit_opt1_9_opt_3.qasm,0.0048828125
ghz_nativegates_rigetti_qiskit_opt2_8_opt_0.qasm,0.3828125
ghz_nativegates_rigetti_qiskit_opt2_8_opt_1.qasm,0.8173828125
ghz_nativegates_rigetti_qiskit_opt2_8_opt_2.qasm,0.80859375
ghz_nativegates_rigetti_qiskit_opt2_8_opt_3.qasm,0.8056640625
qft_nativegates_ibm_qiskit_opt2_3_opt_0.qasm,0.7470703125
qft_nativegates_ibm_qiskit_opt2_3_opt_1.qasm,0.8759765625
qft_nativegates_ibm_qiskit_opt2_3_opt_2.qasm,0.87890625
qft_nativegates_ibm_qiskit_opt2_3_opt_3.qasm,0.8623046875
qnn_nativegates_ibm_qiskit_opt0_5_opt_0.qasm,0.146484375
qnn_nativegates_ibm_qiskit_opt0_5_opt_1.qasm,0.27734375
qnn_nativegates_ibm_qiskit_opt0_5_opt_2.qasm,0.3046875
qnn_nativegates_ibm_qiskit_opt0_5_opt_3.qasm,0.3212890625
qaoa_nativegates_ibm_qiskit_opt1_10_opt_0.qasm,0.10546875
qaoa_nativegates_ibm_qiskit_opt1_10_opt_1.qasm,0.3359375
qaoa_nativegates_ibm_qiskit_opt1_10_opt_2.qasm,0.330078125
qaoa_nativegates_ibm_qiskit_opt1_10_opt_3.qasm,0.3798828125
su2random_indep_qiskit_9_opt_0.qasm,0.0009765625
su2random_indep_qiskit_9_opt_1.qasm,0.0
su2random_indep_qiskit_9_opt_2.qasm,0.005859375
su2random_indep_qiskit_9_opt_3.qasm,0.00390625
wstate_nativegates_quantinuum_qiskit_opt1_5_opt_0.qasm,0.517578125
wstate_nativegates_quantinuum_qiskit_opt1_5_opt_1.qasm,0.7255859375
wstate_nativegates_quantinuum_qiskit_opt1_5_opt_2.qasm,0.84375
wstate_nativegates_quantinuum_qiskit_opt1_5_opt_3.qasm,0.841796875
portfolioqaoa_nativegates_quantinuum_qiskit_opt2_4_opt_0.qasm,0.1630859375
portfolioqaoa_nativegates_quantinuum_qiskit_opt2_4_opt_1.qasm,0.369140625
portfolioqaoa_nativegates_quantinuum_qiskit_opt2_4_opt_2.qasm,0.388671875
portfolioqaoa_nativegates_quantinuum_qiskit_opt2_4_opt_3.qasm,0.373046875
ghz_nativegates_rigetti_tket_7_opt_0.qasm,0.4931640625
ghz_nativegates_rigetti_tket_7_opt_1.qasm,0.85546875
ghz_nativegates_rigetti_tket_7_opt_2.qasm,0.853515625
ghz_nativegates_rigetti_tket_7_opt_3.qasm,0.828125
qwalk-v-chain_nativegates_rigetti_qiskit_opt3_9_opt_0.qasm,0.0029296875
qwalk-v-chain_nativegates_rigetti_qiskit_opt3_9_opt_1.qasm,0.00390625
qwalk-v-chain_nativegates_rigetti_qiskit_opt3_9_opt_2.qasm,0.001953125
qwalk-v-chain_nativegates_rigetti_qiskit_opt3_9_opt_3.qasm,0.0068359375
dj_nativegates_rigetti_tket_3_opt_0.qasm,0.8515625
dj_nativegates_rigetti_tket_3_opt_1.qasm,0.951171875
dj_nativegates_rigetti_tket_3_opt_2.qasm,0.9541015625
dj_nativegates_rigetti_tket_3_opt_3.qasm,0.9638671875
wstate_nativegates_ibm_qiskit_opt0_4_opt_0.qasm,0.7783203125
wstate_nativegates_ibm_qiskit_opt0_4_opt_1.qasm,0.771484375
wstate_nativegates_ibm_qiskit_opt0_4_opt_2.qasm,0.876953125
wstate_nativegates_ibm_qiskit_opt0_4_opt_3.qasm,0.8720703125
dj_nativegates_rigetti_qiskit_opt1_6_opt_0.qasm,0.603515625
dj_nativegates_rigetti_qiskit_opt1_6_opt_1.qasm,0.8251953125
dj_nativegates_rigetti_qiskit_opt1_6_opt_2.qasm,0.7998046875
dj_nativegates_rigetti_qiskit_opt1_6_opt_3.qasm,0.7822265625
realamprandom_nativegates_ibm_qiskit_opt1_7_opt_0.qasm,0.009765625
realamprandom_nativegates_ibm_qiskit_opt1_7_opt_1.qasm,0.0556640625
realamprandom_nativegates_ibm_qiskit_opt1_7_opt_2.qasm,0.05859375
realamprandom_nativegates_ibm_qiskit_opt1_7_opt_3.qasm,0.08203125
dj_indep_tket_6_opt_0.qasm,0.595703125
dj_indep_tket_6_opt_1.qasm,0.78515625
dj_indep_tket_6_opt_2.qasm,0.8212890625
dj_indep_tket_6_opt_3.qasm,0.7939453125
dj_nativegates_quantinuum_qiskit_opt0_9_opt_0.qasm,0.1728515625
dj_nativegates_quantinuum_qiskit_opt0_9_opt_1.qasm,0.5419921875
dj_nativegates_quantinuum_qiskit_opt0_9_opt_2.qasm,0.6484375
dj_nativegates_quantinuum_qiskit_opt0_9_opt_3.qasm,0.6513671875
twolocalrandom_nativegates_quantinuum_qiskit_opt2_4_opt_0.qasm,0.154296875
twolocalrandom_nativegates_quantinuum_qiskit_opt2_4_opt_1.qasm,0.408203125
twolocalrandom_nativegates_quantinuum_qiskit_opt2_4_opt_2.qasm,0.509765625
twolocalrandom_nativegates_quantinuum_qiskit_opt2_4_opt_3.qasm,0.5166015625
qnn_nativegates_rigetti_qiskit_opt1_7_opt_0.qasm,0.0146484375
qnn_nativegates_rigetti_qiskit_opt1_7_opt_1.qasm,0.0419921875
qnn_nativegates_rigetti_qiskit_opt1_7_opt_2.qasm,0.0625
qnn_nativegates_rigetti_qiskit_opt1_7_opt_3.qasm,0.0830078125
ghz_nativegates_quantinuum_qiskit_opt2_5_opt_0.qasm,0.59765625
ghz_nativegates_quantinuum_qiskit_opt2_5_opt_1.qasm,0.8603515625
ghz_nativegates_quantinuum_qiskit_opt2_5_opt_2.qasm,0.8955078125
ghz_nativegates_quantinuum_qiskit_opt2_5_opt_3.qasm,0.90234375
qft_nativegates_rigetti_qiskit_opt3_7_opt_0.qasm,0.14453125
qft_nativegates_rigetti_qiskit_opt3_7_opt_1.qasm,0.3037109375
qft_nativegates_rigetti_qiskit_opt3_7_opt_2.qasm,0.287109375
qft_nativegates_rigetti_qiskit_opt3_7_opt_3.qasm,0.2353515625
pricingput_nativegates_ionq_qiskit_opt1_7_opt_0.qasm,0.0166015625
pricingput_nativegates_ionq_qiskit_opt1_7_opt_1.qasm,0.03125
pricingput_nativegates_ionq_qiskit_opt1_7_opt_2.qasm,0.064453125
pricingput_nativegates_ionq_qiskit_opt1_7_opt_3.qasm,0.0576171875
qftentangled_nativegates_ibm_tket_10_opt_0.qasm,0.0078125
qftentangled_nativegates_ibm_tket_10_opt_1.qasm,0.0263671875
qftentangled_nativegates_ibm_tket_10_opt_2.qasm,0.0380859375
qftentangled_nativegates_ibm_tket_10_opt_3.qasm,0.02734375
random_nativegates_quantinuum_qiskit_opt0_2_opt_0.qasm,0.650390625
random_nativegates_quantinuum_qiskit_opt0_2_opt_1.qasm,0.7607421875
random_nativegates_quantinuum_qiskit_opt0_2_opt_2.qasm,0.970703125
random_nativegates_quantinuum_qiskit_opt0_2_opt_3.qasm,0.9658203125
qwalk-v-chain_nativegates_rigetti_qiskit_opt3_3_opt_0.qasm,0.2314453125
qwalk-v-chain_nativegates_rigetti_qiskit_opt3_3_opt_1.qasm,0.4443359375
qwalk-v-chain_nativegates_rigetti_qiskit_opt3_3_opt_2.qasm,0.482421875
qwalk-v-chain_nativegates_rigetti_qiskit_opt3_3_opt_3.qasm,0.486328125
qpeexact_nativegates_quantinuum_qiskit_opt2_3_opt_0.qasm,0.6962890625
qpeexact_nativegates_quantinuum_qiskit_opt2_3_opt_1.qasm,0.8115234375
qpeexact_nativegates_quantinuum_qiskit_opt2_3_opt_2.qasm,0.9404296875
qpeexact_nativegates_quantinuum_qiskit_opt2_3_opt_3.qasm,0.9423828125
dj_nativegates_ionq_qiskit_opt1_10_opt_0.qasm,0.1767578125
dj_nativegates_ionq_qiskit_opt1_10_opt_1.qasm,0.53125
dj_nativegates_ionq_qiskit_opt1_10_opt_2.qasm,0.60546875
dj_nativegates_ionq_qiskit_opt1_10_opt_3.qasm,0.6435546875
vqe_nativegates_rigetti_qiskit_opt3_3_opt_0.qasm,0.7939453125
vqe_nativegates_rigetti_qiskit_opt3_3_opt_1.qasm,0.798828125
vqe_nativegates_rigetti_qiskit_opt3_3_opt_2.qasm,0.908203125
vqe_nativegates_rigetti_qiskit_opt3_3_opt_3.qasm,0.923828125
qaoa_nativegates_ionq_qiskit_opt3_6_opt_0.qasm,0.294921875
qaoa_nativegates_ionq_qiskit_opt3_6_opt_1.qasm,0.5068359375
qaoa_nativegates_ionq_qiskit_opt3_6_opt_2.qasm,0.4765625
qaoa_nativegates_ionq_qiskit_opt3_6_opt_3.qasm,0.494140625
graphstate_nativegates_ionq_qiskit_opt1_5_opt_0.qasm,0.5986328125
graphstate_nativegates_ionq_qiskit_opt1_5_opt_1.qasm,0.7529296875
graphstate_nativegates_ionq_qiskit_opt1_5_opt_2.qasm,0.8115234375
graphstate_nativegates_ionq_qiskit_opt1_5_opt_3.qasm,0.82421875
qpeexact_nativegates_ibm_qiskit_opt3_9_opt_0.qasm,0.0126953125
qpeexact_nativegates_ibm_qiskit_opt3_9_opt_1.qasm,0.115234375
qpeexact_nativegates_ibm_qiskit_opt3_9_opt_2.qasm,0.10546875
qpeexact_nativegates_ibm_qiskit_opt3_9_opt_3.qasm,0.08203125
vqe_nativegates_rigetti_qiskit_opt1_8_opt_0.qasm,0.30078125
vqe_nativegates_rigetti_qiskit_opt1_8_opt_1.qasm,0.6943359375
vqe_nativegates_rigetti_qiskit_opt1_8_opt_2.qasm,0.7080078125
vqe_nativegates_rigetti_qiskit_opt1_8_opt_3.qasm,0.7119140625
qpeexact_indep_tket_10_opt_0.qasm,0.0146484375
qpeexact_indep_tket_10_opt_1.qasm,0.041015625
qpeexact_indep_tket_10_opt_2.qasm,0.1005859375
qpeexact_indep_tket_10_opt_3.qasm,0.095703125
qnn_nativegates_ionq_qiskit_opt1_10_opt_0.qasm,0.0
qnn_nativegates_ionq_qiskit_opt1_10_opt_1.qasm,0.001953125
qnn_nativegates_ionq_qiskit_opt1_10_opt_2.qasm,0.0107421875
qnn_nativegates_ionq_qiskit_opt1_10_opt_3.qasm,0.00390625
